id,name,description,xrefs,parents
0002305,layer of hippocampus,The layers of the laminar structure of the hippocampus.,BIRNLEX:1192|EMAPA:35407|FMA:277842|FMA:83679|MA:0002427,BFO:0000050 some UBERON:0002421|RO:0002433 some UBERON:0002421|UBERON:0010314|UBERON:0011215|UBERON:0016548
0002306,nasal mucus,"Mucus produced in the nasal cavity, by the respiratory segment of the nasal mucosa.",BTO:0003603|CALOHA:TS-0658|EMAPA:36552|FMA:83688|MA:0002535|NCIT:C52551|UMLS:C0225392,RO:0003001 some UBERON:0015786|UBERON:0016553
0002307,choroid plexus of lateral ventricle,Part of choroid plexus contained in the lateral ventricle.,BAMS:cplv|DHBA:10601|EHDAA2:0004449|EMAPA:17769|FMA:83711|HBA:9708|MA:0000961|NCIT:C32309|NLX:32548|TAO:0001447|UMLS:C0152289|VHOG:0001376|ZFA:0001447|neuronames:218,BFO:0000050 some UBERON:0002285|UBERON:0001886|UBERON:0010314
0002308,nucleus of brain,A neural nucleus that is part of the brain.,EMAPA:35185|FMA:83840|MA:0000811|NCIT:C49346|UMLS:C1706993|ZFA:0005575,BFO:0000050 some UBERON:0000955|BFO:0000050 some UBERON:0003528|UBERON:0000125
0002309,medial longitudinal fasciculus,"The medial longitudinal fasciculus (MLF) is a pair of crossed fiber tracts, one on each side of the brainstem. These bundles of axons are situated near the midline of the brainstem and are composed of both ascending and descending fibers that arise from a number of sources and terminate in different areas. [WP,unvetted].",BAMS:mlf|BTO:0003951|DHBA:12764|FMA:83846|HBA:9351|MBA:62|TAO:0000543|ZFA:0000543|neuronames:1588,UBERON:0005838
0002310,hippocampus fimbria,Regional part of fornix consisting of a prominent white matter structure adjacent to the hippocampus on the ventricular side continuous with the alveus. Near the splenium the fimbria separates from the hippocampus as the crus of the fornix. [adapted from Wikipedia] (MM: 2006-10-26).,BAMS:FI|BAMS:fi|BIRNLEX:1502|BM:Tel-FI|DHBA:10575|DMBA:17766|EMAPA:35345|FMA:83866|HBA:9253|MA:0000949|MBA:603|NCIT:C32606|UMLS:C0152315|UMLS:C0152315|neuronames:187,BFO:0000050 some UBERON:0000052|BFO:0000050 some UBERON:0001954|BFO:0000050 some UBERON:0011299|UBERON:0010314|UBERON:0011215
0002313,hippocampus pyramidal layer,A cytoarchitectural term denoting the layer of the hippocampus in which pyramidal cells are predominant. Its location is superficial to the Stratum oriens; it is deep to the Stratum radiatum in area CA1 and area CA2 and deep to the Stratum lucidum in area CA3 (Stephan-75) (NeuroNames).,BAMS:Py|BIRNLEX:1444|BTO:0001066|EMAPA:35409|FMA:83895|MA:0000956|neuronames:156,BSPO:0000107 some UBERON:0007637|BSPO:0015014 some UBERON:0005371|RO:0002473 some CL:0000598|UBERON:0002305
0002314,midbrain tectum,"Dorsal part of the midbrain, consisting of the superior and inferior colliculi and the pretectal nuclei (MM).",BAMS:MTec|BAMS:Tec|BIRNLEX:1032|BM:MB-Tec|BTO:0001793|DHBA:12291|EFO:0000920|EHDAA2:0004474|EMAPA:19051|FMA:83902|HBA:9101|MA:0000211|MAT:0000451|NCIT:C12460|TAO:0001353|UMLS:C0039433|UMLS:C0039433|VHOG:0001388|neuronames:465,BFO:0000050 some UBERON:0001891|RO:0002202 some UBERON:0005882|UBERON:0002616
0002315,gray matter of spinal cord,"The ridge-shaped grey matter of the spinal cord that extends longitudunally through the center of each half of the spinal cord, and are largely or entirely composed of nerve cell bodies and their dendrites and some supportive tissue.",BAMS:Scgrey|DHBA:146035048|EMAPA:35792|FMA:256580|MA:0000002|NCIT:C32696|NLXANAT:100204|UMLS:C0475853|neuronames:2619,BFO:0000050 some UBERON:0002240|RO:0002433 some UBERON:0002240|UBERON:0002020
0002316,white matter,Neural tissue consisting of myelinated axons connecting grey matter areas of the central nervous system.,AEO:0000139|AEO:0001011|EMAPA:35927|FMA:83929|HBA:9218|MA:0001135|MESH:D066127|NCIT:C33892|NLX:412|NLXANAT:101177|PBA:294022044|TAO:0000145|TAO:0002142|TAO:0002143|UMLS:C0682708|VHOG:0001764|ZFA:0001682|neuronames:2870,BFO:0000050 some UBERON:0001017|RO:0002473 some UBERON:0006135|UBERON:0011215
0002317,white matter of cerebellum,"Regional part of cerebellum consisting of the myelinated axons lying deep to the granule cell layer, excluding the deep cerebellar nuclei and the cerebellar peduncles.",BAMS:CB-white|BAMS:cbw|BIRNLEX:1562|DMBA:16926|EMAPA:35235|FMA:83943|HBA:9288|MA:0002430|NCIT:C49217|TAO:0002183|UMLS:C0152381|UMLS:C0152381|ZFA:0001708|neuronames:691,RO:0002131 some UBERON:0002037|UBERON:0002316
0002318,white matter of spinal cord,The regions of the spinal cord that are largely or entirely composed of myelinated nerve cell axons and contain few or no neural cell bodies or dendrites.,BAMS:SCwhite|DHBA:146035088|EMAPA:35795|FMA:83945|MA:0000910|NCIT:C33893|UMLS:C0458457,BFO:0000050 some UBERON:0002240|RO:0002433 some UBERON:0002240|UBERON:0002316
0002319,mesangium,"The inner layer of the glomerulus, within the basement membrane surrounding the glomerular capillaries.",BTO:0002494|EMAPA:28248|EMAPA:36561|FMA:84139|MA:0002617|NCIT:C33101|UMLS:C0017655,BFO:0000050 some UBERON:0000074|BFO:0000050 some UBERON:0005215|RO:0001025 some UBERON:0005777|RO:0002221 some UBERON:0004212|RO:0002473 some CL:0000650|UBERON:0000119|UBERON:0004120
0002320,glomerular mesangium,"A thin membrane which helps to support the capillary loops in a renal glomerulus. It is connective tissue composed of mesangial cells - myofibroblasts phenotypically related to vascular smooth muscle cells (muscle, smooth, vascular), phagocytes and the mesangial extracellular matrix.",EMAPA:27961|EMAPA:28248|FMA:84140|GAID:430|MA:0002606|MESH:D005920,BFO:0000050 some UBERON:0002319|BFO:0000050 some UBERON:0004190|RO:0002433 some UBERON:0000074|UBERON:0003891|UBERON:0004120
0002321,extraglomerular mesangium,The tissue comprised of mesangial cells that fill the triangular space between the macula densa and the afferent and efferent arterioles of the juxtaglomerular apparatus.,EMAPA:28278|FMA:84141|MA:0002602,BFO:0000050 some UBERON:0001229|BFO:0000050 some UBERON:0002303|BFO:0000050 some UBERON:0002319|RO:0002131 some UBERON:0000074|UBERON:0003891|UBERON:0004120
0002322,periventricular nucleus,"A thin sheet of small neurons located in the wall of the third ventricle, a composite structure of the hypothalamus.",FMA:84354|TAO:0000260|ZFA:0000260,UBERON:0002308
0002323,coelemic cavity lumen,"The cavity within the body of all animals higher than the coelenterates and certain primitive worms, formed by the splitting of the embryonic mesoderm into two layers. In mammals it forms the peritoneal, pleural, and pericardial cavities.",AEO:0000186|BTO:0001707|EHDAA2:0000267|FBbt:00005060|FMA:85006|NCIT:C25444|RETIRED_EHDAA2:0003186|TAO:0001438|UMLS:C0333343|ZFA:0001438|galen:BodyCavity,BFO:0000050 some UBERON:0011997|CARO:0000000|RO:0002202 some UBERON:0003886|RO:0002494 some UBERON:0003886|RO:0002572 some UBERON:0011997|UBERON:0002553
0002324,muscle of back,Any muscle organ that is part of a back [Automatically generated definition].,EMAPA:35161|FMA:85216|MA:0000496,BFO:0000050 some UBERON:0001137|BFO:0000050 some UBERON:0004469|UBERON:0001774|UBERON:0005174
0002325,epithelium of urethra,"The urethra is a renal system organ that carries urine from the bladder to outside the body. The epithelium is the tubular, planar layer of cells through which the urine passes..",EMAPA:31518|FMA:85275|MA:0001686|NCIT:C49309|UMLS:C1710584,BFO:0000050 some UBERON:0000057|UBERON:0000077|UBERON:0003914|UBERON:0005911|UBERON:0006555|UBERON:0012275
0002326,lamina propria of urethra,A lamina propria that is part of a urethra [Automatically generated definition].,EMAPA:37785|FMA:85276|MA:0001689,BFO:0000050 some UBERON:0000057|BFO:0000050 some UBERON:0001008|UBERON:0000030|UBERON:0004120
0002328,notochord,"A flexible rod-shaped body found in embryos of all chordates. It is composed of cells derived from the mesoderm and defines the primitive axis of the embryo. In some chordates, it persists throughout life as the main axial support of the body, while in most vertebrates it becomes the nucleus pulposus of the intervertebral disc. The notochord is found ventral to the neural tube.",AAO:0000327|BTO:0001768|CALOHA:TS-0690|EHDAA2:0001277|EHDAA:1241|EHDAA:6021|EMAPA:16191|EV:0100002|FMA:85521|GAID:1311|MAT:0000281|MESH:D009672|NCIT:C12463|TAO:0000135|UMLS:C0028439|VHOG:0000199|VSAO:0000032|XAO:0000055|ZFA:0000135,BFO:0000050 some NCBITaxon:6072|BFO:0000050 some UBERON:0011137|BSPO:0000098 some UBERON:0001555|BSPO:0000102 some UBERON:0001049|RO:0002160 some NCBITaxon:7711|RO:0002202 some UBERON:0004880|RO:0002202 some UBERON:0006267|RO:0002488 some UBERON:0000068|RO:0003000 some PR:000014841|UBERON:0000062|UBERON:0000481|UBERON:0004120|UBERON:0004121
0002329,somite,Somites are spheres of epithelial cells that form sequentially along the anterior-posterior axis of the embryo through mesenchymal to epithelial transition of the presomitic mesoderm.,AAO:0010569|AEO:0001015|BTO:0001558|EHDAA2:0003436|EHDAA:366|EHDAA:699|EMAPA:31169|FMA:85522|GAID:1306|MAT:0000068|MESH:D019170|MIAA:0000068|NCIT:C34302|TAO:0000155|UMLS:C0376449|VHOG:0000191|XAO:0000058|ZFA:0000155,CARO:0000000|RO:0002160 some NCBITaxon:7711|RO:0002162 some (not (NCBITaxon:7712))|RO:0002202 some UBERON:0003059|UBERON:0005423|UBERON:0007503
0002330,exocrine system,"Anatomical system that consists of the glands and parts of glands that produce exocrine secretions and help to integrate and control bodily metabolic activity. Exocrine glands are glands that secrete their products (hormones) into ducts (duct glands). They are the counterparts to endocrine glands, which secrete their products (hormones) directly into the bloodstream (ductless glands) or release hormones (paracrines) that affect only target cells nearby the release site. [Wikipedia].",CALOHA:TS-2057|EHDAA2:0002225|EMAPA:35329|FMA:85539|MA:0002411|NCIT:C12957|UMLS:C1516995|WikipediaCategory:Exocrine_system,RO:0002160 some NCBITaxon:6072|RO:0002473 some UBERON:0002365|RO:0002492 some UBERON:0000066|UBERON:0000467
0002331,umbilical cord,The connecting cord from the developing embryo to the placenta.,BTO:0001415|CALOHA:TS-1078|EFO:0001415|EHDAA2:0000312|EHDAA:158|EMAPA:26115|EV:0100127|FMA:85541|GAID:517|MAT:0000280|MESH:D014470|MIAA:0000280|NCIT:C34320|UMLS:C0041633,RO:0002176 some UBERON:0000922|RO:0002176 some UBERON:0001987|RO:0002202 some UBERON:0007806|UBERON:0000478
0002333,pulmonary trunk,An arterial trunk which is continuous with the heart and branches into the pulmonary arteries.,EHDAA2:0001576|EHDAA:9831|EMAPA:17015|FMA:8612|MA:0002033|NCIT:C116918|VHOG:0001134|galen:PulmonaryTrunk,BFO:0000050 some RO:0002577|BFO:0000050 some UBERON:0008886|RO:0002150 some UBERON:0000948|RO:0002170 some UBERON:0002080|UBERON:0001637
0002334,submandibular duct,The duct of the submadibular gland that opens at the sublingual papilla near the frenulum of the tongue.,BTO:0004556|EMAPA:35833|FMA:86266|MA:0002698|NCIT:C33649|UMLS:C0227472,BFO:0000050 some UBERON:0001736|RO:0002433 some UBERON:0001736|UBERON:0001837|UBERON:0010314|obo:uberon/core#channels_from some UBERON:0001736
0002335,macula densa,The macula densa is an area of specialized cells in the distal tubule that makes contact with the vascular pole of the glomerulus[GO].,BTO:0003940|EMAPA:28399|FMA:86333|MA:0002603|NCIT:C33043|UMLS:C0227662,BFO:0000050 some UBERON:0002303|BFO:0000050 some UBERON:0004135|UBERON:0004211
0002336,corpus callosum,"White matter structure containing massive numbers of commissural fibers connecting cortical areas in the two cerebral hemispheres.it is subdivided into a genu, a rostrum, a body, and a splenium. (MM).",BAMS:CC|BAMS:cc|BIRNLEX:1087|BM:Tel-CC|BTO:0000615|CALOHA:TS-0180|DHBA:10561|EFO:0001390|EMAPA:35253|EV:0100305|FMA:86464|GAID:683|HBA:9222|MA:0000188|MAT:0000286|MBA:776|MESH:D003337|MIAA:0000286|NCIT:C12446|UMLS:C0010090|UMLS:C0010090|VHOG:0001608|neuronames:191,RO:0002160 some NCBITaxon:9347|RO:0002162 some (not (NCBITaxon:9255))|RO:0002433 some UBERON:0001893|UBERON:0002473|UBERON:0005340
0002337,endometrial stroma,The layer of connective tissue comprised of the endometrial lining of the uterus which fluctuates in thickness throughout the menstrual cycle.,CALOHA:TS-1266|EMAPA:35310|FMA:86487|MA:0002734|NCIT:C32516|UMLS:C0227849,BFO:0000050 some UBERON:0001295|CARO:0000000|UBERON:0003891|UBERON:0005156
0002338,lamina propria of bronchus,A lamina propria that is part of a bronchus [Automatically generated definition].,EMAPA:35194|FMA:86619|MA:0001836|NCIT:C49212|UMLS:C1707054,BFO:0000050 some UBERON:0000410|BFO:0000050 some UBERON:0002185|UBERON:0000031|UBERON:0004119
0002339,epithelium of lobar bronchus,The tissue made up of epithelial cells that lines the inside of the lobar bronchus.,EMAPA:32695|FMA:86624|MA:0001842,BFO:0000050 some UBERON:0002183|UBERON:0000115|UBERON:0002031
0002340,epithelium of main bronchus,An epithelium that is part of a main bronchus [Automatically generated definition].,EHDAA2:0001047|EHDAA:5003|EMAPA:16851|FMA:86625|MA:0001847|VHOG:0001034,BFO:0000050 some UBERON:0002182|UBERON:0002031
0002341,epithelium of segmental bronchus,An epithelium that is part of a segmental bronchus [Automatically generated definition].,EMAPA:37740|FMA:86626|MA:0001850,BFO:0000050 some UBERON:0002184|UBERON:0000115|UBERON:0002031
0002342,neural crest,A specialized region of ectoderm found between the neural ectoderm (neural plate) and non-neural ectoderm and composed of highly migratory pluripotent cells that delaminate in early embryonic development from the dorsal neural tube and give rise to an astounding variety of differentiated cell types[MP].,AAO:0010578|BTO:0001764|CALOHA:TS-0676|EHDAA2:0004419|EMAPA:32737|FMA:86666|GAID:1310|MAT:0000066|MESH:D009432|MIAA:0000066|NCIT:C34222|TAO:0000045|UMLS:C0027789|VHOG:0000057|XAO:0000048|ZFA:0000045|neuronames:1366,BFO:0000050 some UBERON:0002346|RO:0002160 some NCBITaxon:89593|RO:0002202 some UBERON:0003075|RO:0002202 some UBERON:0005062|RO:0002473 some CL:0000333|RO:0002488 some UBERON:0000110|UBERON:0004121|UBERON:0010314|UBERON:0010316
0002343,abdomen musculature,Set of all muscles in abdomen.,FMA:71294|FMA:86917|TAO:0001327|ZFA:0001327,BFO:0000050 some UBERON:0000916|UBERON:0004479
0002345,descending thoracic aorta,"The part of the aorta that extends from the arch of the aorta to the diaphragm, and from which arises numerous branches that supply oxygenated blood to the chest cage and the organs within the chest.",EFO:0002527|EMAPA:18605|FMA:87217|MA:0002572,BFO:0000050 some UBERON:0001514|BFO:0000050 some UBERON:0001515|RO:0002433 some UBERON:0001514|RO:0002433 some UBERON:0001515|UBERON:0004120|UBERON:0013522
0002346,neurectoderm,Embryonic ectoderm that gives rise to nervous tissue.,AAO:0011074|BILA:0000039|CALOHA:TS-1212|EHDAA2:0001248|EHDAA:1498|EHDAA:255|EMAPA:16073|EV:0100004|FBbt:00001057|FMA:87657|MAT:0000176|MIAA:0000176|NCIT:C34228|TAO:0001120|UMLS:C1518271|VHOG:0000150|XAO:0000042|ZFA:0001120,BFO:0000051 some CL:0000133|BFO:0000051 some CL:0000530|RO:0002202 some UBERON:0000924|UBERON:0000923|UBERON:0004121
0002347,thoracic vertebra,A thoracic vertebra endochondral element that is composed primarily of a bone tissue.,EMAPA:18011|FMA:9139|GAID:244|MA:0000314|MESH:D013904|NCIT:C12798|UMLS:C0039987,BFO:0000050 some UBERON:0000915|RO:0002202 some UBERON:0013507|RO:0002473 some UBERON:0002481|UBERON:0002412|UBERON:0003827|UBERON:0004247|UBERON:0015008
0002348,epicardium,A region of the serous membrane that forms the innermost layer of the pericardium and the outer surface of the heart.,AAO:0010409|EHDAA2:0002202|FMA:9461|NCIT:C13164|TAO:0005057|UMLS:C0225968|VHOG:0000119|XAO:0000316|ZFA:0005057|galen:Epicardium,BFO:0000050 some UBERON:0000948|BFO:0000050 some UBERON:0002425|CARO:0000003|RO:0002202 some UBERON:0004160|RO:0002371 some UBERON:0002349|UBERON:0000481|UBERON:0004120
0002349,myocardium,"The middle layer of the heart, comprised mainly of striated cardiac muscle fibers.",AAO:0010410|BSA:0000089|BTO:0000901|CALOHA:TS-0440|EFO:0000819|EHDAA2:0004150|EMAPA:32688|EV:0100022|FMA:9462|GAID:173|MA:0000164|MAT:0000453|MESH:D009206|NCIT:C12371|RETIRED_EHDAA2:0001220|TAO:0001319|UMLS:C0027061|VHOG:0000083|XAO:0000065|ZFA:0001319|galen:Myocardium,BFO:0000050 some UBERON:0000383|BFO:0000050 some UBERON:0000948|BFO:0000051 some UBERON:0002350|RO:0002473 some UBERON:0001133|UBERON:0005983|UBERON:0010314|UBERON:0018260
0002350,conducting system of heart,The cardiac conduction system consists of specialized cardiomyocytes that regulate the frequency of heart beat[GO].,EFO:0003909|EHDAA2:0004185|EMAPA:35428|EV:0100025|FMA:9476|MA:0000094|MESH:D006329|TAO:0005063|VHOG:0001271|ZFA:0005063,BFO:0000050 some UBERON:0002349|BFO:0000051 some CL:0002068|BFO:0000051 some CL:0002073|BFO:0000051 some CL:0002074|BFO:0000051 some CL:1000409|BFO:0000051 some CL:1000410|RO:0002433 some UBERON:0000948|UBERON:0004493|UBERON:0010131
0002351,sinoatrial node,"The part of the cardiac conduction system that controls the timing of heart muscle contraction. It relays electrical signals to the AV node[GO]. Subdivision of conducting system of heart at the junction of the right atrium and the superior vena cava, around the sinoatrial nodal branch of right coronary artery and is continuous with the internodal tract[FMA].",BTO:0004358|EHDAA2:0004184|EMAPA:35772|FMA:9477|GAID:561|MA:0000097|MESH:D012849|NCIT:C33555|TAO:0005069|UMLS:C0037189|ZFA:0005069,BFO:0000050 some UBERON:0002078|BFO:0000050 some UBERON:0002350|RO:0002162 some NCBITaxon:7742|RO:0002215 some GO:0002027|RO:0002216 some GO:0060048|RO:0002433 some UBERON:0002350|UBERON:0003379|UBERON:0010131
0002352,atrioventricular node,An area of conducting tissue between the atria and the ventricles of the heart that conducts the normal electrical impulse from the atria to the ventricles.,BTO:0005689|EFO:0000276|EHDAA2:0004183|EMAPA:35153|FMA:9478|GAID:558|MA:0000095|MAT:0000498|MESH:D001283|NCIT:C32161|TAO:0005070|UMLS:C0004247|VHOG:0001474|ZFA:0005070,BFO:0000050 some RO:0002577|BFO:0000050 some UBERON:0002085|BFO:0000050 some UBERON:0002350|RO:0002170 some UBERON:0002085|RO:0002170 some UBERON:0005979|RO:0002433 some UBERON:0002350|UBERON:0004491|UBERON:0004493|UBERON:0010131
0002353,bundle of His,A part of the His-Purkinje system that transmits signals from the AV node to the cardiac Purkinje fibers[GO].,EMAPA:35152|FMA:9484|GAID:559|MA:0002576|MESH:D002036|NCIT:C32160|UMLS:C0006382|galen:BundleOfHis,BFO:0000050 some UBERON:0002350|BFO:0000050 some UBERON:0004146|BFO:0000051 some CL:1000410|RO:0002433 some UBERON:0002350|UBERON:0010131|UBERON:0018649
0002354,cardiac Purkinje fiber,The cardiac Purkinje fiber is part of the cardiac conduction system that receives signals from the bundle of His and innervates the ventricular cardiac muscle.,BTO:0001735|EMAPA:35718|FMA:9492|GAID:560|MA:0000096|MESH:D011690|NCIT:C33430|UMLS:C0034144,BFO:0000050 some UBERON:0002350|BFO:0000050 some UBERON:0004146|BFO:0000050 some UBERON:8000009|BFO:0000051 some CL:0002068|RO:0002433 some UBERON:0002350|UBERON:0010131|UBERON:0018649
0002355,pelvic region of trunk,"The lower segment of the trunk, inferioposterior to the abdomen proper, in the transition area between the trunk and the lower limbs.",BTO:0001006|CALOHA:TS-2227|EFO:0002805|EMAPA:35931|EV:0100012|FMA:9578|GAID:87|MA:0000030|MESH:D010388|NCIT:C12767|UMLS:C0030797|galen:Pelvis,BFO:0000050 some UBERON:0002417|BFO:0000051 some UBERON:0007832|CARO:0000000|UBERON:0000475
0002356,perineum,"Subdivision of trunk proper, which is demarcated from the pelvis by the inferior surface of the pelvic diaphragm and from the lower limbs by the perineofemoral lines; together with the thorax, abdomen, and pelvis, it constitutes the trunk[FMA].",EFO:0004141|EHDAA2:0004015|EMAPA:36628|EV:0100013|FMA:9579|GAID:90|MA:0002466|MESH:D010502|NCIT:C33301|UMLS:C0031066|galen:Perineum,BFO:0000050 some UBERON:0002417|BFO:0000050 some UBERON:0012469|UBERON:0009569
0002357,serous pericardium,Serous membrane which is divided into parietal and visceral serous pericardium.,EMAPA:19030|FMA:9582|MA:0002739,BFO:0000050 some RO:0002577|BFO:0000050 some UBERON:0002406|BFO:0000051 some UBERON:0002408|BFO:0000051 some UBERON:0002425|CARO:0000003|RO:0002371 some UBERON:0002359|UBERON:0000042
0002358,peritoneum,"A serous membrane that lines the peritoneal cavity[VHOG,modified].",AAO:0010814|BTO:0001472|CALOHA:TS-2072|EV:0100087|FMA:9584|GAID:18|MA:0000449|MESH:D010537|NCIT:C12770|TAO:0005120|UMLS:C0031153|VHOG:0001257|XAO:0000139|ZFA:0005120|galen:Peritoneum,BFO:0000050 some UBERON:0003697|BFO:0000050 some UBERON:0035820|RO:0002202 some UBERON:0000926|UBERON:0000042
0002359,fibrous pericardium,Membrane organ which is attached to the pericardial sac proper and the central tendon of diaphragm and is continuous with the pretracheal fascia.[FMA].,EMAPA:19029|FMA:9586|MA:0002738,BFO:0000050 some UBERON:0002407|CARO:0000000|RO:0002150 some UBERON:0002408|RO:0002473 some UBERON:0006815|UBERON:0000094|UBERON:0005181
0002360,meninx,Membrane organ that surrounds the brain and the spinal cord.,BTO:0000144|CALOHA:TS-1177|EFO:0000867|EMAPA:32660|EV:0100312|FMA:9589|GAID:687|MA:0001113|MAT:0000113|MESH:D008578|NCIT:C12348|NLXANAT:090204|TAO:0001355|UMLS:C0025285|VHOG:0001295|ZFA:0001355,BFO:0000050 some UBERON:0010743|RO:0002202 some UBERON:0007645|RO:0002473 some UBERON:0002384|RO:0002495 some UBERON:0007645|UBERON:0000094|UBERON:0004121|UBERON:0010314
0002361,pia mater,"The innermost layer of the leptomeninges, consisting of a delicate membrane closely covering the surface of the brain and spinal cord,and lying under the arachnoid membrane. The pia, unlike the arachnoid, extends into the sulci in gyrencephalic animals.",BTO:0001635|EHDAA2:0004318|EHDAA:1367|EHDAA:1961|EHDAA:2001|EHDAA:2099|EHDAA:2685|EHDAA:2833|EHDAA:2867|EHDAA:3692|EHDAA:3710|EHDAA:6566|EHDAA:6583|EMAPA:32663|EV:0100315|FMA:9590|GAID:693|MA:0001116|MESH:D010841|NCIT:C33321|NLXANAT:090209|RETIRED_EHDAA2:0001464|UMLS:C0031869|neuronames:1463,RO:0002160 some NCBITaxon:40674|RO:0002473 some UBERON:0011825|UBERON:0000391
0002362,arachnoid mater,"A think avascular meningeal layer, between the pia mater and the dural mater. It is separated from the pia mater by the subarachnoid space.",BTO:0001636|CALOHA:TS-0052|EMAPA:32659|EV:0100314|FMA:9591|GAID:688|MA:0001114|MESH:D001099|NCIT:C32136|NLXANAT:090208|UMLS:C1510935|neuronames:1464,RO:0002160 some NCBITaxon:40674|RO:0002473 some GO:0071953|UBERON:0000391
0002363,dura mater,"Thick, fibrous meningeal covering surrounding the brain and spinal cord. It is the outermost of the three meningeal coverings. It consists of two layers: the periosteal dura linking the inner surface of the skull and the meningeal dura that lies above the arachnoid dural membrane. The meningeal layer draws away from the periosteal layer and certain locations to form the dural reflections.",BTO:0001637|CALOHA:TS-2008|EMAPA:32664|EV:0100313|FMA:9592|GAID:691|MA:0001115|MESH:D004388|NCIT:C32488|NLXANAT:090206|UMLS:C0013313|neuronames:1462,RO:0002150 some UBERON:0001773|RO:0002162 some (not (NCBITaxon:32443))|RO:0002202 some UBERON:0007647|RO:0002473 some UBERON:0011823|RO:0002495 some UBERON:0007647|UBERON:0002360
0002364,tympanic membrane,"A thin membrane that separates the external ear from the middle ear, consisting of two epithelia (one part of the the external accoustic meatus epithelium, the other part of the tympanic cavity epithelium) with a fibrous layer between them. Its function is to transmit sound from the air to the ossicles inside the middle ear. The malleus bone bridges the gap between the eardrum and the other ossicles. Rupture or perforation of the eardrum can lead to conductive hearing loss. [WP,unvetted].",EMAPA:19062|FMA:9595|GAID:870|MA:0000257|MESH:D014432|NCIT:C12502|UMLS:C0041445|VHOG:0001146|XAO:0000212,BFO:0000050 some UBERON:0001756|BFO:0000051 some UBERON:0005042|BFO:0000051 some UBERON:0010069|BFO:0000051 some UBERON:0010070|RO:0002131 some UBERON:0001352|RO:0002131 some UBERON:0001691|RO:0002162 some (not (NCBITaxon:8459))|RO:0002202 some UBERON:0009213|RO:0002220 some UBERON:0004114|RO:0002433 some UBERON:0001756|UBERON:0000094|UBERON:0010314
0002365,exocrine gland,"A gland that secretes products (excluding hormones and other chemical messengers) into ducts (duct glands) which lead directly into the external environment[WP]. Typical exocrine glands include sweat glands, salivary glands, mammary glands, stomach, liver, pancreas.",AEO:0000097|BTO:0000765|CALOHA:TS-2012|EHDAA2:0003097|EMAPA:35327|FMA:9596|GAID:34|MA:0002564|MESH:D005088|NCIT:C12712|UMLS:C0015282,BFO:0000050 some UBERON:0002330|BFO:0000051 some UBERON:0000058|UBERON:0002530
0002366,bulbo-urethral gland,"Any of the small paired racemose glands below the apex of the prostate in males, located posterolateral to the membranous portion of the urethra at the base of the penis, between the two layers of the fascia of the urogenital diaphragm, in the deep perineal pouch, and enclosed by transverse fibers of the sphincter urethrae membranaceae muscle; homologous to the greater vestibular (Bartholin's) glands in the female[MP].",BTO:0001698|CALOHA:TS-0103|EMAPA:19286|FMA:9599|GAID:387|MA:0000401|MESH:D002030|NCIT:C32395|UMLS:C0006366,BFO:0000050 some UBERON:0001333|BFO:0000050 some UBERON:0002330|RO:0002433 some UBERON:0004054|RO:0003000 some UBERON:0004691|UBERON:0000414|UBERON:0006868|UBERON:0010147|UBERON:0010186|obo:uberon/core#sexually_homologous_to some UBERON:0000460
0002367,prostate gland,"The prostate gland is a partly muscular, partly glandular body that is situated near the base of the mammalian male urethra and secretes an alkaline viscid fluid which is a major constituent of the ejaculatory fluid.",BTO:0001129|CALOHA:TS-0828|EFO:0000858|EMAPA:19287|EV:0100104|FMA:9600|GAID:392|MA:0000404|MAT:0000078|MESH:D011467|MIAA:0000078|NCIT:C12410|UMLS:C0033572|VHOG:0001261|galen:ProstateGland,RO:0002160 some NCBITaxon:40674|RO:0002202 some UBERON:0003820|UBERON:0000077|UBERON:0010147
0002368,endocrine gland,"Endocrine glands are glands of the endocrine system that secrete their products directly into the circulatory system rather than through a duct.[WP, modified].",AEO:0000098|BTO:0001488|CALOHA:TS-1300|EHDAA2:0003098|EMAPA:35999|FMA:9602|GAID:335|MA:0002563|MESH:D004702|NCIT:C12704|UMLS:C0014133,BFO:0000050 some UBERON:0000949|RO:0002215 some GO:0046879|UBERON:0002530
0002369,adrenal gland,"Either of a pair of complex endocrine organs near the anterior medial border of the kidney consisting of a mesodermal cortex that produces glucocorticoid, mineralocorticoid, and androgenic hormones and an ectodermal medulla that produces epinephrine and norepinephrine[BTO].",AAO:0010551|BTO:0000047|CALOHA:TS-0016|EFO:0000238|EMAPA:18426|EV:0100135|FMA:9604|GAID:446|MA:0000116|MAT:0000071|MESH:D000311|MIAA:0000071|NCIT:C12666|UMLS:C0001625|VHOG:0001141|XAO:0000164|galen:AdrenalGland,BFO:0000050 some UBERON:0000916|BFO:0000050 some UBERON:0000949|BSPO:0000126 some UBERON:0000949|RO:0002254 some UBERON:0000926|RO:0002254 some UBERON:0002342|UBERON:0005172|UBERON:0006858|UBERON:0015212
